date,facility_id,facility_name,facility_type,packaging_type,total_produced,total_returned,total_reused,total_recycled,total_waste,co2_saved,cost_savings,latitude,longitude
2025-03-29,BR002,Leuven Brewery,Brewery,Glass Bottles,614,505,383,122,109,252.5,75.75,50.8798,4.7005
2025-03-29,BR002,Leuven Brewery,Brewery,Aluminum Cans,1177,915,442,473,262,732.0,109.8,50.8798,4.7005
2025-03-29,BR002,Leuven Brewery,Brewery,Plastic Bottles,605,270,77,193,335,81.0,21.6,50.8798,4.7005
2025-03-29,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1081,334,120,214,747,66.8,16.7,50.8798,4.7005
2025-03-29,BR002,Leuven Brewery,Brewery,Wooden Crates,785,618,515,103,167,61.8,154.5,50.8798,4.7005
2025-03-29,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,926,728,456,272,198,364.0,109.2,51.2194,4.4025
2025-03-29,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,995,602,152,450,393,481.6,72.24,51.2194,4.4025
2025-03-29,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1183,838,249,589,345,251.4,67.04,51.2194,4.4025
2025-03-29,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1960,907,423,484,1053,181.4,45.35,51.2194,4.4025
2025-03-29,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1384,1351,1005,346,33,135.1,337.75,51.2194,4.4025
2025-03-29,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1632,1463,944,519,169,731.5,219.45,51.05,3.7303
2025-03-29,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,798,558,82,476,240,446.4,66.96,51.05,3.7303
2025-03-29,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1995,1381,360,1021,614,414.3,110.48,51.05,3.7303
2025-03-29,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1248,521,102,419,727,104.2,26.05,51.05,3.7303
2025-03-29,DC002,Ghent Distribution,Distribution Center,Wooden Crates,2122,2079,1504,575,43,207.9,519.75,51.05,3.7303
2025-03-30,BR001,Brussels Brewery,Brewery,Glass Bottles,373,311,245,66,62,155.5,46.65,50.8503,4.3517
2025-03-30,BR001,Brussels Brewery,Brewery,Aluminum Cans,1074,890,265,625,184,712.0,106.8,50.8503,4.3517
2025-03-30,BR001,Brussels Brewery,Brewery,Plastic Bottles,560,236,141,95,324,70.8,18.88,50.8503,4.3517
2025-03-30,BR001,Brussels Brewery,Brewery,Cardboard Cartons,647,371,138,233,276,74.2,18.55,50.8503,4.3517
2025-03-30,BR001,Brussels Brewery,Brewery,Wooden Crates,925,809,638,171,116,80.9,202.25,50.8503,4.3517
2025-03-30,BR002,Leuven Brewery,Brewery,Glass Bottles,1187,944,780,164,243,472.0,141.6,50.8798,4.7005
2025-03-30,BR002,Leuven Brewery,Brewery,Aluminum Cans,1105,857,189,668,248,685.6,102.84,50.8798,4.7005
2025-03-30,BR002,Leuven Brewery,Brewery,Plastic Bottles,1322,730,300,430,592,219.0,58.4,50.8798,4.7005
2025-03-30,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1089,609,275,334,480,121.8,30.45,50.8798,4.7005
2025-03-30,BR002,Leuven Brewery,Brewery,Wooden Crates,962,942,729,213,20,94.2,235.5,50.8798,4.7005
2025-03-30,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1729,909,663,246,820,454.5,136.35,51.2194,4.4025
2025-03-30,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1444,1082,339,743,362,865.6,129.84,51.2194,4.4025
2025-03-30,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1332,806,134,672,526,241.8,64.48,51.2194,4.4025
2025-03-30,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1766,804,292,512,962,160.8,40.2,51.2194,4.4025
2025-03-30,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1958,1918,1715,203,40,191.8,479.5,51.2194,4.4025
2025-03-30,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1374,1250,823,427,124,625.0,187.5,51.05,3.7303
2025-03-30,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1439,1069,330,739,370,855.2,128.28,51.05,3.7303
2025-03-30,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,966,590,235,355,376,177.0,47.2,51.05,3.7303
2025-03-30,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,841,390,198,192,451,78.0,19.5,51.05,3.7303
2025-03-30,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1552,1520,1228,292,32,152.0,380.0,51.05,3.7303
2025-03-31,BR001,Brussels Brewery,Brewery,Glass Bottles,675,314,258,56,361,157.0,47.1,50.8503,4.3517
2025-03-31,BR001,Brussels Brewery,Brewery,Aluminum Cans,1141,794,174,620,347,635.2,95.28,50.8503,4.3517
2025-03-31,BR001,Brussels Brewery,Brewery,Plastic Bottles,1317,737,188,549,580,221.1,58.96,50.8503,4.3517
2025-03-31,BR001,Brussels Brewery,Brewery,Cardboard Cartons,679,313,45,268,366,62.6,15.65,50.8503,4.3517
2025-03-31,BR001,Brussels Brewery,Brewery,Wooden Crates,1274,1072,894,178,202,107.2,268.0,50.8503,4.3517
2025-03-31,BR002,Leuven Brewery,Brewery,Glass Bottles,1151,1050,802,248,101,525.0,157.5,50.8798,4.7005
2025-03-31,BR002,Leuven Brewery,Brewery,Aluminum Cans,1921,1289,260,1029,632,1031.2,154.68,50.8798,4.7005
2025-03-31,BR002,Leuven Brewery,Brewery,Plastic Bottles,1309,719,232,487,590,215.7,57.52,50.8798,4.7005
2025-03-31,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1012,555,55,500,457,111.0,27.75,50.8798,4.7005
2025-03-31,BR002,Leuven Brewery,Brewery,Wooden Crates,1723,1598,1065,533,125,159.8,399.5,50.8798,4.7005
2025-03-31,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,2589,1772,1411,361,817,886.0,265.8,51.2194,4.4025
2025-03-31,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,3023,2431,838,1593,592,1944.8,291.72,51.2194,4.4025
2025-03-31,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,3098,2144,540,1604,954,643.2,171.52,51.2194,4.4025
2025-03-31,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,3081,1099,569,530,1982,219.8,54.95,51.2194,4.4025
2025-03-31,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,2416,2235,1952,283,181,223.5,558.75,51.2194,4.4025
2025-03-31,DC002,Ghent Distribution,Distribution Center,Glass Bottles,2549,2168,1116,1052,381,1084.0,325.2,51.05,3.7303
2025-03-31,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,2455,1339,324,1015,1116,1071.2,160.68,51.05,3.7303
2025-03-31,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1477,1042,394,648,435,312.6,83.36,51.05,3.7303
2025-03-31,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,2606,1280,257,1023,1326,256.0,64.0,51.05,3.7303
2025-03-31,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1479,1449,1019,430,30,144.9,362.25,51.05,3.7303
2025-04-01,BR001,Brussels Brewery,Brewery,Glass Bottles,1257,1095,765,330,162,547.5,164.25,50.8503,4.3517
2025-04-01,BR001,Brussels Brewery,Brewery,Aluminum Cans,1934,1416,614,802,518,1132.8,169.92,50.8503,4.3517
2025-04-01,BR001,Brussels Brewery,Brewery,Plastic Bottles,1501,794,131,663,707,238.2,63.52,50.8503,4.3517
2025-04-01,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1931,776,201,575,1155,155.2,38.8,50.8503,4.3517
2025-04-01,BR001,Brussels Brewery,Brewery,Wooden Crates,701,686,595,91,15,68.6,171.5,50.8503,4.3517
2025-04-01,BR002,Leuven Brewery,Brewery,Glass Bottles,2366,1914,1137,777,452,957.0,287.1,50.8798,4.7005
2025-04-01,BR002,Leuven Brewery,Brewery,Aluminum Cans,1683,945,186,759,738,756.0,113.4,50.8798,4.7005
2025-04-01,BR002,Leuven Brewery,Brewery,Plastic Bottles,1941,1186,525,661,755,355.8,94.88,50.8798,4.7005
2025-04-01,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1136,581,187,394,555,116.2,29.05,50.8798,4.7005
2025-04-01,BR002,Leuven Brewery,Brewery,Wooden Crates,1643,1507,1246,261,136,150.7,376.75,50.8798,4.7005
2025-04-01,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1450,1157,1008,149,293,578.5,173.55,51.2194,4.4025
2025-04-01,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,3008,2199,640,1559,809,1759.2,263.88,51.2194,4.4025
2025-04-01,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,3238,1225,343,882,2013,367.5,98.0,51.2194,4.4025
2025-04-01,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,2805,1356,262,1094,1449,271.2,67.8,51.2194,4.4025
2025-04-01,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,3045,2664,2342,322,381,266.4,666.0,51.2194,4.4025
2025-04-01,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1807,1269,1022,247,538,634.5,190.35,51.05,3.7303
2025-04-01,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1930,1344,350,994,586,1075.2,161.28,51.05,3.7303
2025-04-01,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,3349,1633,551,1082,1716,489.9,130.64,51.05,3.7303
2025-04-01,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1279,826,312,514,453,165.2,41.3,51.05,3.7303
2025-04-01,DC002,Ghent Distribution,Distribution Center,Wooden Crates,2305,1990,1791,199,315,199.0,497.5,51.05,3.7303
2025-04-02,BR001,Brussels Brewery,Brewery,Glass Bottles,1245,1018,852,166,227,509.0,152.7,50.8503,4.3517
2025-04-02,BR001,Brussels Brewery,Brewery,Aluminum Cans,1455,1208,120,1088,247,966.4,144.96,50.8503,4.3517
2025-04-02,BR001,Brussels Brewery,Brewery,Plastic Bottles,813,406,160,246,407,121.8,32.48,50.8503,4.3517
2025-04-02,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1678,696,137,559,982,139.2,34.8,50.8503,4.3517
2025-04-02,BR001,Brussels Brewery,Brewery,Wooden Crates,887,786,478,308,101,78.6,196.5,50.8503,4.3517
2025-04-02,BR002,Leuven Brewery,Brewery,Glass Bottles,1181,993,893,100,188,496.5,148.95,50.8798,4.7005
2025-04-02,BR002,Leuven Brewery,Brewery,Aluminum Cans,1114,925,480,445,189,740.0,111.0,50.8798,4.7005
2025-04-02,BR002,Leuven Brewery,Brewery,Plastic Bottles,2044,1406,566,840,638,421.8,112.48,50.8798,4.7005
2025-04-02,BR002,Leuven Brewery,Brewery,Cardboard Cartons,2293,1369,462,907,924,273.8,68.45,50.8798,4.7005
2025-04-02,BR002,Leuven Brewery,Brewery,Wooden Crates,1461,1360,1224,136,101,136.0,340.0,50.8798,4.7005
2025-04-02,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,3315,3248,2117,1131,67,1624.0,487.2,51.2194,4.4025
2025-04-02,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,2945,1996,626,1370,949,1596.8,239.52,51.2194,4.4025
2025-04-02,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,2698,1843,699,1144,855,552.9,147.44,51.2194,4.4025
2025-04-02,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,2753,709,348,361,2044,141.8,35.45,51.2194,4.4025
2025-04-02,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,2251,1994,1542,452,257,199.4,498.5,51.2194,4.4025
2025-04-02,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1606,1220,1098,122,386,610.0,183.0,51.05,3.7303
2025-04-02,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,2713,2100,451,1649,613,1680.0,252.0,51.05,3.7303
2025-04-02,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1541,1057,398,659,484,317.1,84.56,51.05,3.7303
2025-04-02,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,3128,1192,457,735,1936,238.4,59.6,51.05,3.7303
2025-04-02,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1707,1480,1111,369,227,148.0,370.0,51.05,3.7303
2025-04-03,BR001,Brussels Brewery,Brewery,Glass Bottles,1107,718,407,311,389,359.0,107.7,50.8503,4.3517
2025-04-03,BR001,Brussels Brewery,Brewery,Aluminum Cans,745,693,321,372,52,554.4,83.16,50.8503,4.3517
2025-04-03,BR001,Brussels Brewery,Brewery,Plastic Bottles,2000,1213,565,648,787,363.9,97.04,50.8503,4.3517
2025-04-03,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1461,561,154,407,900,112.2,28.05,50.8503,4.3517
2025-04-03,BR001,Brussels Brewery,Brewery,Wooden Crates,1907,1822,1434,388,85,182.2,455.5,50.8503,4.3517
2025-04-03,BR002,Leuven Brewery,Brewery,Glass Bottles,1289,1067,868,199,222,533.5,160.05,50.8798,4.7005
2025-04-03,BR002,Leuven Brewery,Brewery,Aluminum Cans,2066,1580,586,994,486,1264.0,189.6,50.8798,4.7005
2025-04-03,BR002,Leuven Brewery,Brewery,Plastic Bottles,1923,1352,458,894,571,405.6,108.16,50.8798,4.7005
2025-04-03,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1012,306,50,256,706,61.2,15.3,50.8798,4.7005
2025-04-03,BR002,Leuven Brewery,Brewery,Wooden Crates,1394,1345,1052,293,49,134.5,336.25,50.8798,4.7005
2025-04-03,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,2928,2514,1755,759,414,1257.0,377.1,51.2194,4.4025
2025-04-03,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1918,1879,313,1566,39,1503.2,225.48,51.2194,4.4025
2025-04-03,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1910,765,254,511,1145,229.5,61.2,51.2194,4.4025
2025-04-03,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,2606,944,313,631,1662,188.8,47.2,51.2194,4.4025
2025-04-03,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1856,1818,1636,182,38,181.8,454.5,51.2194,4.4025
2025-04-03,DC002,Ghent Distribution,Distribution Center,Glass Bottles,3539,2474,1594,880,1065,1237.0,371.1,51.05,3.7303
2025-04-03,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,3308,2622,988,1634,686,2097.6,314.64,51.05,3.7303
2025-04-03,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,2463,2018,798,1220,445,605.4,161.44,51.05,3.7303
2025-04-03,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,3411,1345,283,1062,2066,269.0,67.25,51.05,3.7303
2025-04-03,DC002,Ghent Distribution,Distribution Center,Wooden Crates,2868,2562,1897,665,306,256.2,640.5,51.05,3.7303
2025-04-04,BR001,Brussels Brewery,Brewery,Glass Bottles,833,762,552,210,71,381.0,114.3,50.8503,4.3517
2025-04-04,BR001,Brussels Brewery,Brewery,Aluminum Cans,932,575,147,428,357,460.0,69.0,50.8503,4.3517
2025-04-04,BR001,Brussels Brewery,Brewery,Plastic Bottles,1610,1107,371,736,503,332.1,88.56,50.8503,4.3517
2025-04-04,BR001,Brussels Brewery,Brewery,Cardboard Cartons,745,340,115,225,405,68.0,17.0,50.8503,4.3517
2025-04-04,BR001,Brussels Brewery,Brewery,Wooden Crates,1280,1254,1032,222,26,125.4,313.5,50.8503,4.3517
2025-04-04,BR002,Leuven Brewery,Brewery,Glass Bottles,2211,1794,1091,703,417,897.0,269.1,50.8798,4.7005
2025-04-04,BR002,Leuven Brewery,Brewery,Aluminum Cans,910,705,70,635,205,564.0,84.6,50.8798,4.7005
2025-04-04,BR002,Leuven Brewery,Brewery,Plastic Bottles,2322,1350,377,973,972,405.0,108.0,50.8798,4.7005
2025-04-04,BR002,Leuven Brewery,Brewery,Cardboard Cartons,925,243,50,193,682,48.6,12.15,50.8798,4.7005
2025-04-04,BR002,Leuven Brewery,Brewery,Wooden Crates,1212,1187,976,211,25,118.7,296.75,50.8798,4.7005
2025-04-04,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1558,1340,979,361,218,670.0,201.0,51.2194,4.4025
2025-04-04,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,2946,2236,948,1288,710,1788.8,268.32,51.2194,4.4025
2025-04-04,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1990,1218,187,1031,772,365.4,97.44,51.2194,4.4025
2025-04-04,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,3234,1820,613,1207,1414,364.0,91.0,51.2194,4.4025
2025-04-04,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1806,1609,1085,524,197,160.9,402.25,51.2194,4.4025
2025-04-04,DC002,Ghent Distribution,Distribution Center,Glass Bottles,3070,2731,1879,852,339,1365.5,409.65,51.05,3.7303
2025-04-04,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,3271,2968,787,2181,303,2374.4,356.16,51.05,3.7303
2025-04-04,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,2860,1476,575,901,1384,442.8,118.08,51.05,3.7303
2025-04-04,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,2164,1065,337,728,1099,213.0,53.25,51.05,3.7303
2025-04-04,DC002,Ghent Distribution,Distribution Center,Wooden Crates,2401,2352,1872,480,49,235.2,588.0,51.05,3.7303
2025-04-05,BR001,Brussels Brewery,Brewery,Glass Bottles,569,496,404,92,73,248.0,74.4,50.8503,4.3517
2025-04-05,BR001,Brussels Brewery,Brewery,Aluminum Cans,1210,983,278,705,227,786.4,117.96,50.8503,4.3517
2025-04-05,BR001,Brussels Brewery,Brewery,Plastic Bottles,1291,949,94,855,342,284.7,75.92,50.8503,4.3517
2025-04-05,BR001,Brussels Brewery,Brewery,Cardboard Cartons,755,456,59,397,299,91.2,22.8,50.8503,4.3517
2025-04-05,BR001,Brussels Brewery,Brewery,Wooden Crates,1284,1139,906,233,145,113.9,284.75,50.8503,4.3517
2025-04-05,BR002,Leuven Brewery,Brewery,Glass Bottles,970,810,648,162,160,405.0,121.5,50.8798,4.7005
2025-04-05,BR002,Leuven Brewery,Brewery,Aluminum Cans,912,587,191,396,325,469.6,70.44,50.8798,4.7005
2025-04-05,BR002,Leuven Brewery,Brewery,Plastic Bottles,1025,555,182,373,470,166.5,44.4,50.8798,4.7005
2025-04-05,BR002,Leuven Brewery,Brewery,Cardboard Cartons,470,184,56,128,286,36.8,9.2,50.8798,4.7005
2025-04-05,BR002,Leuven Brewery,Brewery,Wooden Crates,1293,1157,866,291,136,115.7,289.25,50.8798,4.7005
2025-04-05,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1890,1660,1318,342,230,830.0,249.0,51.2194,4.4025
2025-04-05,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,2016,1391,296,1095,625,1112.8,166.92,51.2194,4.4025
2025-04-05,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1852,1224,363,861,628,367.2,97.92,51.2194,4.4025
2025-04-05,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,856,413,86,327,443,82.6,20.65,51.2194,4.4025
2025-04-05,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1313,1013,756,257,300,101.3,253.25,51.2194,4.4025
2025-04-05,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1479,1143,791,352,336,571.5,171.45,51.05,3.7303
2025-04-05,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1824,1251,468,783,573,1000.8,150.12,51.05,3.7303
2025-04-05,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1129,644,202,442,485,193.2,51.52,51.05,3.7303
2025-04-05,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1743,724,231,493,1019,144.8,36.2,51.05,3.7303
2025-04-05,DC002,Ghent Distribution,Distribution Center,Wooden Crates,2099,1988,1691,297,111,198.8,497.0,51.05,3.7303
2025-04-06,BR001,Brussels Brewery,Brewery,Glass Bottles,903,695,583,112,208,347.5,104.25,50.8503,4.3517
2025-04-06,BR001,Brussels Brewery,Brewery,Aluminum Cans,1029,747,126,621,282,597.6,89.64,50.8503,4.3517
2025-04-06,BR001,Brussels Brewery,Brewery,Plastic Bottles,1078,667,143,524,411,200.1,53.36,50.8503,4.3517
2025-04-06,BR001,Brussels Brewery,Brewery,Cardboard Cartons,841,392,204,188,449,78.4,19.6,50.8503,4.3517
2025-04-06,BR001,Brussels Brewery,Brewery,Wooden Crates,1216,1059,882,177,157,105.9,264.75,50.8503,4.3517
2025-04-06,BR002,Leuven Brewery,Brewery,Glass Bottles,363,244,181,63,119,122.0,36.6,50.8798,4.7005
2025-04-06,BR002,Leuven Brewery,Brewery,Aluminum Cans,1439,951,225,726,488,760.8,114.12,50.8798,4.7005
2025-04-06,BR002,Leuven Brewery,Brewery,Plastic Bottles,496,242,90,152,254,72.6,19.36,50.8798,4.7005
2025-04-06,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1436,719,217,502,717,143.8,35.95,50.8798,4.7005
2025-04-06,BR002,Leuven Brewery,Brewery,Wooden Crates,1034,892,802,90,142,89.2,223.0,50.8798,4.7005
2025-04-06,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1655,1282,620,662,373,641.0,192.3,51.2194,4.4025
2025-04-06,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1698,1351,256,1095,347,1080.8,162.12,51.2194,4.4025
2025-04-06,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1747,1220,319,901,527,366.0,97.6,51.2194,4.4025
2025-04-06,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1247,574,252,322,673,114.8,28.7,51.2194,4.4025
2025-04-06,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1972,1635,1215,420,337,163.5,408.75,51.2194,4.4025
2025-04-06,DC002,Ghent Distribution,Distribution Center,Glass Bottles,812,684,583,101,128,342.0,102.6,51.05,3.7303
2025-04-06,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1891,1293,311,982,598,1034.4,155.16,51.05,3.7303
2025-04-06,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1506,975,236,739,531,292.5,78.0,51.05,3.7303
2025-04-06,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1305,541,78,463,764,108.2,27.05,51.05,3.7303
2025-04-06,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1040,1019,677,342,21,101.9,254.75,51.05,3.7303
2025-04-07,BR001,Brussels Brewery,Brewery,Glass Bottles,1653,1351,941,410,302,675.5,202.65,50.8503,4.3517
2025-04-07,BR001,Brussels Brewery,Brewery,Aluminum Cans,1118,1052,176,876,66,841.6,126.24,50.8503,4.3517
2025-04-07,BR001,Brussels Brewery,Brewery,Plastic Bottles,1814,1448,544,904,366,434.4,115.84,50.8503,4.3517
2025-04-07,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1257,555,111,444,702,111.0,27.75,50.8503,4.3517
2025-04-07,BR001,Brussels Brewery,Brewery,Wooden Crates,1392,1364,992,372,28,136.4,341.0,50.8503,4.3517
2025-04-07,BR002,Leuven Brewery,Brewery,Glass Bottles,1294,1263,761,502,31,631.5,189.45,50.8798,4.7005
2025-04-07,BR002,Leuven Brewery,Brewery,Aluminum Cans,1428,1054,257,797,374,843.2,126.48,50.8798,4.7005
2025-04-07,BR002,Leuven Brewery,Brewery,Plastic Bottles,1942,973,364,609,969,291.9,77.84,50.8798,4.7005
2025-04-07,BR002,Leuven Brewery,Brewery,Cardboard Cartons,2017,914,384,530,1103,182.8,45.7,50.8798,4.7005
2025-04-07,BR002,Leuven Brewery,Brewery,Wooden Crates,919,709,638,71,210,70.9,177.25,50.8798,4.7005
2025-04-07,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,2588,2536,1660,876,52,1268.0,380.4,51.2194,4.4025
2025-04-07,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,3291,3091,845,2246,200,2472.8,370.92,51.2194,4.4025
2025-04-07,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,2389,1105,297,808,1284,331.5,88.4,51.2194,4.4025
2025-04-07,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,3134,1582,342,1240,1552,316.4,79.1,51.2194,4.4025
2025-04-07,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,2041,1816,1560,256,225,181.6,454.0,51.2194,4.4025
2025-04-07,DC002,Ghent Distribution,Distribution Center,Glass Bottles,3394,2885,2188,697,509,1442.5,432.75,51.05,3.7303
2025-04-07,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,2874,2223,773,1450,651,1778.4,266.76,51.05,3.7303
2025-04-07,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,3070,1709,552,1157,1361,512.7,136.72,51.05,3.7303
2025-04-07,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1317,404,173,231,913,80.8,20.2,51.05,3.7303
2025-04-07,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1311,1162,1045,117,149,116.2,290.5,51.05,3.7303
2025-04-08,BR001,Brussels Brewery,Brewery,Glass Bottles,842,696,501,195,146,348.0,104.4,50.8503,4.3517
2025-04-08,BR001,Brussels Brewery,Brewery,Aluminum Cans,2135,1495,296,1199,640,1196.0,179.4,50.8503,4.3517
2025-04-08,BR001,Brussels Brewery,Brewery,Plastic Bottles,1727,734,142,592,993,220.2,58.72,50.8503,4.3517
2025-04-08,BR001,Brussels Brewery,Brewery,Cardboard Cartons,638,234,75,159,404,46.8,11.7,50.8503,4.3517
2025-04-08,BR001,Brussels Brewery,Brewery,Wooden Crates,903,884,667,217,19,88.4,221.0,50.8503,4.3517
2025-04-08,BR002,Leuven Brewery,Brewery,Glass Bottles,986,751,417,334,235,375.5,112.65,50.8798,4.7005
2025-04-08,BR002,Leuven Brewery,Brewery,Aluminum Cans,1681,1341,587,754,340,1072.8,160.92,50.8798,4.7005
2025-04-08,BR002,Leuven Brewery,Brewery,Plastic Bottles,1718,1248,462,786,470,374.4,99.84,50.8798,4.7005
2025-04-08,BR002,Leuven Brewery,Brewery,Cardboard Cartons,600,278,130,148,322,55.6,13.9,50.8798,4.7005
2025-04-08,BR002,Leuven Brewery,Brewery,Wooden Crates,1649,1616,1397,219,33,161.6,404.0,50.8798,4.7005
2025-04-08,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1694,1385,780,605,309,692.5,207.75,51.2194,4.4025
2025-04-08,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,2888,1968,588,1380,920,1574.4,236.16,51.2194,4.4025
2025-04-08,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,3430,2078,1023,1055,1352,623.4,166.24,51.2194,4.4025
2025-04-08,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1522,621,259,362,901,124.2,31.05,51.2194,4.4025
2025-04-08,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,3363,3048,2343,705,315,304.8,762.0,51.2194,4.4025
2025-04-08,DC002,Ghent Distribution,Distribution Center,Glass Bottles,2794,2003,1253,750,791,1001.5,300.45,51.05,3.7303
2025-04-08,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1939,1556,467,1089,383,1244.8,186.72,51.05,3.7303
2025-04-08,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1588,1102,350,752,486,330.6,88.16,51.05,3.7303
2025-04-08,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,3344,1219,627,592,2125,243.8,60.95,51.05,3.7303
